Vin[V] Vout[V] Clip_b
0.008893 0.034826 63.0
1e+38 0.035433 61.0
1e+38 0.035353 59.0
1e+38 0.035142 57.0
0.008565 0.035646 55.0
1e+38 0.035914 53.0
0.008893 0.03517 51.0
1e+38 0.03519 49.0
1e+38 0.035419 47.0
0.008717 0.035715 45.0
0.008383 0.035133 43.0
1e+38 0.035209 41.0
1e+38 0.03545 39.0
0.008505 0.035497 37.0
1e+38 0.035098 35.0
0.008859 0.034795 33.0
0.009361 0.0347 31.0
1e+38 0.034739 29.0
1e+38 0.034438 27.0
1e+38 0.034053 25.0
1e+38 0.033961 23.0
1e+38 0.033243 21.0
1e+38 0.032721 19.0
0.008192 0.031682 17.0
0.008221 0.030415 15.0
0.008229 0.029693 13.0
1e+38 0.027813 11.0
1e+38 0.026345 9.0
1e+38 0.024284 7.0
0.008811 0.022497 5.0
1e+38 0.019826 3.0
1e+38 0.016515 1.0
0.00947 0.067353 63.0
0.00949 0.066718 61.0
0.0097 0.066057 59.0
0.01041 0.065697 57.0
0.00952 0.064482 55.0
1e+38 0.063901 53.0
0.00914 0.062935 51.0
0.00885 0.06188 49.0
0.01017 0.06072 47.0
0.00951 0.059763 45.0
0.00915 0.058607 43.0
0.00987 0.057285 41.0
0.00945 0.056101 39.0
0.01061 0.054894 37.0
0.00914 0.053463 35.0
0.01017 0.052139 33.0
0.01021 0.05093 31.0
0.00895 0.049288 29.0
0.00988 0.048429 27.0
0.00932 0.046804 25.0
0.00877 0.044695 23.0
0.00979 0.042947 21.0
0.00977 0.041799 19.0
1e+38 0.040111 17.0
0.00884 0.038493 15.0
0.00992 0.036754 13.0
0.00994 0.034807 11.0
0.0105 0.033139 9.0
0.00927 0.03114 7.0
0.0088 0.029284 5.0
0.00937 0.026565 3.0
0.00989 0.024062 1.0
1e+38 0.0797 63.0
1e+38 0.07908 61.0
1e+38 0.07784 59.0
1e+38 0.07621 57.0
1e+38 0.07503 55.0
1e+38 0.07365 53.0
1e+38 0.07235 51.0
1e+38 0.07098 49.0
1e+38 0.06992 47.0
1e+38 0.06838 45.0
1e+38 0.06691 43.0
1e+38 0.06597 41.0
1e+38 0.06389 39.0
1e+38 0.06242 37.0
1e+38 0.06123 35.0
1e+38 0.05929 33.0
1e+38 0.05824 31.0
1e+38 0.05661 29.0
1e+38 0.05545 27.0
1e+38 0.05348 25.0
1e+38 0.05191 23.0
1e+38 0.05 21.0
1e+38 0.04828 19.0
1e+38 0.04707 17.0
1e+38 0.04485 15.0
1e+38 0.04331 13.0
