Vin[V] Vout[V] Clip_b
0.047783 0.033444 63.0
0.04901 0.033682 61.0
0.04778 0.033886 59.0
0.044481 0.033427 57.0
0.045564 0.033989 55.0
0.046566 0.034144 53.0
0.044696 0.033709 51.0
0.046318 0.033582 49.0
0.046876 0.034498 47.0
0.047195 0.033485 45.0
0.048314 0.033664 43.0
0.047749 0.033805 41.0
0.046589 0.034098 39.0
0.045704 0.033955 37.0
0.046533 0.033336 35.0
0.046527 0.033556 33.0
0.046613 0.033653 31.0
0.04537 0.03355 29.0
0.047495 0.034036 27.0
0.044617 0.033566 25.0
0.046822 0.034394 23.0
0.045221 0.033234 21.0
0.046392 0.033539 19.0
0.045564 0.033701 17.0
0.047414 0.033778 15.0
0.04768 0.033732 13.0
0.045721 0.033805 11.0
0.046905 0.033639 9.0
0.046854 0.033083 7.0
0.048698 0.032687 5.0
0.046019 0.030247 3.0
0.046689 0.018216 1.0
0.09229 0.068062 63.0
0.09116 0.067428 61.0
0.09331 0.067146 59.0
0.09262 0.067303 57.0
0.09192 0.067849 55.0
0.09316 0.067593 53.0
0.09431 0.067144 51.0
0.09252 0.066825 49.0
0.0945 0.066949 47.0
0.09365 0.067172 45.0
0.0925 0.067424 43.0
0.09367 0.067179 41.0
0.0934 0.067723 39.0
0.09177 0.066572 37.0
0.0914 0.066998 35.0
0.09173 0.067052 33.0
0.0935 0.066469 31.0
0.09196 0.065876 29.0
0.09116 0.06546 27.0
0.0954 0.064967 25.0
0.09404 0.064711 23.0
0.09192 0.063615 21.0
0.0923 0.062219 19.0
0.09082 0.060716 17.0
0.09212 0.059864 15.0
0.09143 0.058103 13.0
0.09203 0.0562 11.0
0.09201 0.054342 9.0
0.09362 0.052159 7.0
0.09169 0.049474 5.0
0.09237 0.046019 3.0
0.09362 0.036296 1.0
0.1833 0.10623 63.0
0.18147 0.10516 61.0
0.18404 0.10417 59.0
0.18199 0.10283 57.0
0.18091 0.10128 55.0
0.18255 0.10021 53.0
0.18271 0.09897 51.0
0.18282 0.09744 49.0
0.18158 0.09604 47.0
0.18192 0.09483 45.0
0.1826 0.09333 43.0
0.18362 0.09193 41.0
0.18261 0.09018 39.0
0.18242 0.08855 37.0
0.18521 0.08773 35.0
0.18288 0.08576 33.0
0.18212 0.08471 31.0
0.18265 0.08294 29.0
0.18356 0.08134 27.0
0.18354 0.07966 25.0
0.18249 0.07783 23.0
0.18326 0.0761 21.0
0.18206 0.07426 19.0
0.18121 0.07276 17.0
0.18341 0.07087 15.0
0.18311 0.06889 13.0
0.18152 0.06711 11.0
0.18138 0.06473 9.0
0.18362 0.06239 7.0
0.18582 0.05998 5.0
0.18337 0.05654 3.0
0.18292 0.04424 1.0
0.27567 0.10847 63.0
0.27842 0.10705 61.0
0.27614 0.10584 59.0
0.27635 0.1047 57.0
0.2771 0.10325 55.0
0.27482 0.10205 53.0
0.27681 0.10084 51.0
0.27555 0.09898 49.0
0.27529 0.09779 47.0
0.27603 0.09638 45.0
0.27489 0.09494 43.0
0.27633 0.09336 41.0
0.27463 0.09217 39.0
0.27579 0.09028 37.0
0.27793 0.08866 35.0
0.27433 0.08745 33.0
0.27496 0.08576 31.0
0.27641 0.0841 29.0
0.27534 0.083 27.0
0.27699 0.08108 25.0
0.27591 0.07909 23.0
0.27753 0.07779 21.0
0.27616 0.07579 19.0
0.2776 0.07402 17.0
0.27572 0.07215 15.0
0.27761 0.07015 13.0
0.2749 0.06832 11.0
0.27753 0.06573 9.0
0.27746 0.0632 7.0
0.27765 0.0603 5.0
0.27693 0.05594 3.0
0.27608 0.04846 1.0
0.37036 0.1087 63.0
0.36979 0.10746 61.0
0.36727 0.10614 59.0
0.37034 0.10506 57.0
0.37129 0.10369 55.0
0.36913 0.10222 53.0
0.37236 0.10095 51.0
0.37147 0.09955 49.0
