Vin[V] Vout[V] Clip_b
0.047232 0.039217 63.0
0.047228 0.039575 61.0
0.048967 0.03956 59.0
0.046352 0.039006 57.0
0.04759 0.038652 55.0
0.046071 0.038996 53.0
0.045533 0.039488 51.0
0.047289 0.038811 49.0
0.046271 0.039615 47.0
0.045664 0.039283 45.0
0.047966 0.039423 43.0
0.047549 0.039297 41.0
0.046586 0.038584 39.0
0.046521 0.039496 37.0
1e+38 0.03891 35.0
0.047347 0.038929 33.0
0.04584 0.039372 31.0
0.045814 0.039446 29.0
0.048789 0.039056 27.0
0.0486 0.039106 25.0
0.045459 0.03929 23.0
0.045812 0.039172 21.0
0.04717 0.038295 19.0
0.045244 0.038742 17.0
0.046076 0.037383 15.0
0.047528 0.037896 13.0
0.04762 0.036883 11.0
0.045805 0.035027 9.0
0.046358 0.034033 7.0
0.046226 0.032187 5.0
0.04636 0.029878 3.0
0.046306 0.025319 1.0
0.09171 0.076278 63.0
0.09239 0.075976 61.0
0.0916 0.075872 59.0
0.09209 0.075553 57.0
0.09203 0.074746 55.0
0.09196 0.074689 53.0
0.0937 0.073964 51.0
0.09236 0.073345 49.0
0.09255 0.073023 47.0
0.09306 0.07179 45.0
0.09243 0.070619 43.0
0.09213 0.069688 41.0
0.09277 0.068149 39.0
0.09149 0.067105 37.0
0.09188 0.066168 35.0
0.09178 0.064613 33.0
0.093 0.06314 31.0
0.09279 0.062084 29.0
0.09208 0.060071 27.0
0.09388 0.058921 25.0
0.0923 0.056993 23.0
0.09379 0.056167 21.0
0.0925 0.0542 19.0
0.09146 0.052779 17.0
0.09151 0.050714 15.0
0.09204 0.049295 13.0
0.09388 0.047343 11.0
0.09135 0.04519 9.0
0.09301 0.043033 7.0
0.0914 0.040849 5.0
0.09094 0.03825 3.0
0.09178 0.034989 1.0
0.18303 0.09365 63.0
0.18178 0.09269 61.0
0.18355 0.09178 59.0
0.18283 0.09036 57.0
0.18193 0.0887 55.0
0.18331 0.08727 53.0
0.18226 0.08633 51.0
0.18237 0.08436 49.0
0.18201 0.08349 47.0
0.1815 0.08203 45.0
0.18273 0.08054 43.0
0.18249 0.07945 41.0
0.1828 0.07743 39.0
0.18366 0.07612 37.0
0.18317 0.07453 35.0
0.18206 0.07318 33.0
0.1831 0.07135 31.0
0.18386 0.06978 29.0
0.18408 0.06841 27.0
0.183 0.06645 25.0
0.1839 0.06473 23.0
0.18274 0.06269 21.0
0.18296 0.06146 19.0
0.18229 0.0596 17.0
0.18314 0.05771 15.0
0.18211 0.05579 13.0
0.18196 0.05393 11.0
0.18275 0.05186 9.0
0.18276 0.04933 7.0
0.18286 0.04719 5.0
0.18332 0.04452 3.0
0.1825 0.04227 1.0
0.27557 0.09428 63.0
0.2769 0.0927 61.0
0.27602 0.09183 59.0
0.27549 0.09047 57.0
0.27658 0.08901 55.0
0.27696 0.08764 53.0
0.275 0.08633 51.0
0.27484 0.08494 49.0
0.27649 0.08352 47.0
