Vin[V] Vout[V] Clip_b
1e+38 0.031947 63.0
1e+38 0.031874 61.0
0.00789 0.031665 59.0
0.00823 0.031869 57.0
0.008365 0.031649 55.0
1e+38 0.031869 53.0
1e+38 0.031636 51.0
0.009496 0.031772 49.0
1e+38 0.031291 47.0
0.008589 0.031828 45.0
0.008973 0.032059 43.0
0.008362 0.032023 41.0
0.008939 0.031328 39.0
0.008698 0.031222 37.0
0.00835 0.031329 35.0
0.009187 0.031524 33.0
1e+38 0.031714 31.0
1e+38 0.031637 29.0
1e+38 0.031479 27.0
1e+38 0.031832 25.0
1e+38 0.03211 23.0
1e+38 0.03091 21.0
0.008795 0.031345 19.0
1e+38 0.031232 17.0
1e+38 0.031465 15.0
1e+38 0.031105 13.0
1e+38 0.030709 11.0
1e+38 0.030928 9.0
1e+38 0.030418 7.0
0.009126 0.029808 5.0
1e+38 0.027107 3.0
1e+38 0.021177 1.0
0.00908 0.06442 63.0
0.00898 0.064878 61.0
0.00943 0.064305 59.0
0.00889 0.064344 57.0
0.00952 0.064342 55.0
0.00884 0.064214 53.0
0.00962 0.064722 51.0
0.00941 0.064868 49.0
0.01085 0.064051 47.0
0.00957 0.063871 45.0
0.00966 0.063893 43.0
0.01042 0.064353 41.0
0.01037 0.064212 39.0
0.01002 0.064376 37.0
0.00817 0.063956 35.0
0.01013 0.063504 33.0
0.01003 0.063385 31.0
0.00908 0.064029 29.0
0.00948 0.064243 27.0
0.00974 0.06373 25.0
0.01032 0.063572 23.0
0.00951 0.062897 21.0
0.00915 0.063159 19.0
0.00916 0.062804 17.0
0.01005 0.063022 15.0
0.009 0.062403 13.0
0.01001 0.062068 11.0
0.00958 0.060788 9.0
0.00981 0.058792 7.0
0.00937 0.054772 5.0
0.00938 0.04696 3.0
0.00906 0.034617 1.0
1e+38 1e+38 63.0
1e+38 1e+38 61.0
1e+38 0.12911 59.0
1e+38 0.12885 57.0
1e+38 0.12897 55.0
1e+38 0.12828 53.0
1e+38 1e+38 51.0
1e+38 0.12843 49.0
1e+38 0.12891 47.0
1e+38 0.12837 45.0
1e+38 1e+38 43.0
0.01476 0.12796 41.0
1e+38 0.12786 39.0
1e+38 1e+38 37.0
1e+38 0.1275 35.0
1e+38 0.12787 33.0
1e+38 0.12738 31.0
1e+38 0.12734 29.0
1e+38 0.1266 27.0
1e+38 0.12669 25.0
1e+38 0.12598 23.0
1e+38 1e+38 21.0
1e+38 0.12354 19.0
1e+38 0.1217 17.0
1e+38 0.11868 15.0
1e+38 0.11381 13.0
1e+38 0.10687 11.0
1e+38 0.09883 9.0
1e+38 0.08812 7.0
1e+38 0.07801 5.0
1e+38 0.06626 3.0
1e+38 0.0521 1.0
1e+38 0.19236 63.0
1e+38 0.19248 61.0
1e+38 0.19237 59.0
1e+38 0.19138 57.0
1e+38 0.19155 55.0
1e+38 0.19118 53.0
1e+38 0.19095 51.0
1e+38 0.19114 49.0
1e+38 0.19128 47.0
1e+38 0.19126 45.0
1e+38 0.19045 43.0
