Vin[V] Vout[V] Clip_b
1e+38 0.035188 63.0
1e+38 0.035674 61.0
1e+38 0.035046 59.0
1e+38 0.034945 57.0
1e+38 0.034689 55.0
1e+38 0.035139 53.0
1e+38 0.03539 51.0
1e+38 0.035303 49.0
1e+38 0.035484 47.0
1e+38 0.034496 45.0
0.009148 0.034968 43.0
1e+38 0.03505 41.0
1e+38 0.035184 39.0
1e+38 0.035334 37.0
1e+38 0.035639 35.0
1e+38 0.034894 33.0
0.008453 0.035017 31.0
1e+38 0.034662 29.0
0.008434 0.03489 27.0
1e+38 0.03491 25.0
0.00859 0.034346 23.0
1e+38 0.035099 21.0
0.008922 0.03517 19.0
1e+38 0.034387 17.0
1e+38 0.034208 15.0
1e+38 0.033909 13.0
1e+38 0.03379 11.0
1e+38 0.032733 9.0
1e+38 0.03149 7.0
1e+38 0.027705 5.0
1e+38 0.021735 3.0
0.008526 0.013889 1.0
0.00948 0.07151 63.0
0.00992 0.070974 61.0
0.00917 0.071082 59.0
0.00858 0.07045 57.0
0.00907 0.070923 55.0
0.00934 0.071432 53.0
0.00915 0.070952 51.0
0.00903 0.071043 49.0
0.00938 0.070392 47.0
0.00933 0.071229 45.0
0.01157 0.070572 43.0
0.00971 0.070401 41.0
0.01023 0.070835 39.0
0.00905 0.070132 37.0
0.00997 0.070353 35.0
0.01031 0.070444 33.0
0.00888 0.070124 31.0
0.00967 0.070096 29.0
0.0096 0.069739 27.0
0.01033 0.06998 25.0
0.00871 0.070246 23.0
0.00966 0.069746 21.0
0.00931 0.069201 19.0
0.00994 0.068699 17.0
0.01061 0.067676 15.0
0.00971 0.066272 13.0
0.00938 0.063193 11.0
0.00958 0.058277 9.0
0.00973 0.05099 7.0
0.00954 0.042287 5.0
0.01022 0.032496 3.0
0.009 0.023098 1.0
1e+38 0.14252 63.0
1e+38 0.14265 61.0
1e+38 0.14265 59.0
1e+38 0.14236 57.0
1e+38 0.14196 55.0
1e+38 0.14185 53.0
1e+38 0.14164 51.0
1e+38 0.14164 49.0
1e+38 0.1419 47.0
1e+38 0.14123 45.0
1e+38 0.14185 43.0
1e+38 0.14164 41.0
1e+38 0.14009 39.0
1e+38 0.14041 37.0
1e+38 0.13982 35.0
1e+38 0.13955 33.0
1e+38 0.1392 31.0
1e+38 0.1387 29.0
1e+38 0.13759 27.0
1e+38 0.13573 25.0
1e+38 0.13258 23.0
0.01468 0.12897 21.0
1e+38 0.12316 19.0
1e+38 0.1161 17.0
1e+38 0.10727 15.0
1e+38 0.09894 13.0
1e+38 0.08921 11.0
0.01534 0.07981 9.0
1e+38 0.06929 7.0
1e+38 0.0588 5.0
0.01554 0.04829 3.0
1e+38 0.03992 1.0
1e+38 0.21176 63.0
1e+38 0.21132 61.0
1e+38 0.21119 59.0
1e+38 0.21123 57.0
