Vin[V] Vout[V] Clip_b
0.008693 0.02544 63.0
1e+38 0.02552 61.0
0.008844 0.025923 59.0
1e+38 0.025825 57.0
1e+38 0.025404 55.0
1e+38 0.025629 53.0
0.008698 0.025715 51.0
0.008337 0.025798 49.0
1e+38 0.025302 47.0
1e+38 0.025713 45.0
0.008749 0.025893 43.0
0.008059 0.025621 41.0
0.008827 0.025989 39.0
1e+38 0.025443 37.0
0.008789 0.025932 35.0
1e+38 0.026115 33.0
0.009131 0.025364 31.0
1e+38 0.025352 29.0
1e+38 0.025396 27.0
1e+38 0.025509 25.0
0.009466 0.025741 23.0
1e+38 0.025899 21.0
1e+38 0.02573 19.0
1e+38 0.025648 17.0
1e+38 0.026334 15.0
1e+38 0.025713 13.0
1e+38 0.025034 11.0
0.008572 0.025752 9.0
1e+38 0.024934 7.0
1e+38 0.024999 5.0
1e+38 0.024635 3.0
0.008751 0.020306 1.0
0.00922 0.051692 63.0
0.00968 0.052028 61.0
1e+38 0.051327 59.0
0.00984 0.051282 57.0
0.01126 0.051726 55.0
0.01011 0.051453 53.0
0.00941 0.052 51.0
0.01016 0.051773 49.0
0.00947 0.05182 47.0
0.0096 0.051963 45.0
0.00798 0.051866 43.0
0.00895 0.051924 41.0
0.00983 0.051512 39.0
1e+38 0.051789 37.0
0.00941 0.051791 35.0
0.00897 0.051768 33.0
0.00961 0.05155 31.0
0.00942 0.052177 29.0
0.00812 0.051804 27.0
0.01029 0.051796 25.0
0.01035 0.051078 23.0
0.00902 0.051715 21.0
0.0092 0.051306 19.0
0.00999 0.051355 17.0
0.00936 0.050555 15.0
1e+38 0.050326 13.0
0.00938 0.049649 11.0
0.00983 0.048236 9.0
0.00882 0.046174 7.0
0.00969 0.043703 5.0
0.00932 0.039956 3.0
0.0104 0.033653 1.0
1e+38 0.10305 63.0
1e+38 0.10286 61.0
1e+38 0.1031 59.0
1e+38 0.10299 57.0
1e+38 0.10324 55.0
1e+38 0.10272 53.0
1e+38 0.1029 51.0
1e+38 0.10225 49.0
1e+38 0.10251 47.0
1e+38 0.10181 45.0
1e+38 0.10061 43.0
1e+38 0.10006 41.0
1e+38 0.0996 39.0
1e+38 0.09821 37.0
1e+38 0.09685 35.0
1e+38 0.09532 33.0
1e+38 0.09346 31.0
0.01537 0.09128 29.0
1e+38 0.08934 27.0
1e+38 0.08723 25.0
1e+38 0.08503 23.0
1e+38 0.08202 21.0
1e+38 0.07967 19.0
1e+38 0.07687 17.0
1e+38 0.074 15.0
1e+38 0.0708 13.0
1e+38 0.06782 11.0
1e+38 0.06461 9.0
1e+38 0.06143 7.0
1e+38 0.05718 5.0
1e+38 0.05305 3.0
1e+38 0.04749 1.0
1e+38 1e+38 63.0
1e+38 1e+38 61.0
1e+38 1e+38 59.0
1e+38 1e+38 57.0
1e+38 1e+38 55.0
1e+38 0.13181 53.0
1e+38 0.12966 51.0
1e+38 0.12752 49.0
1e+38 0.12534 47.0
1e+38 0.12321 45.0
1e+38 0.12035 43.0
1e+38 0.11848 41.0
1e+38 0.11571 39.0
1e+38 0.11318 37.0
1e+38 0.11078 35.0
1e+38 0.10799 33.0
1e+38 0.1055 31.0
1e+38 0.10273 29.0
1e+38 0.09998 27.0
1e+38 0.09736 25.0
1e+38 0.09445 23.0
1e+38 0.09175 21.0
1e+38 0.08865 19.0
1e+38 0.08565 17.0
1e+38 0.08251 15.0
1e+38 0.07882 13.0
1e+38 0.07628 11.0
1e+38 0.07273 9.0
1e+38 0.06898 7.0
