Vin[V] Vout[V] Clip_b
0.00837 0.018625 63.0
1e+38 0.018838 61.0
0.009021 0.018743 59.0
1e+38 0.018622 57.0
1e+38 0.018644 55.0
1e+38 0.018853 53.0
1e+38 0.01865 51.0
1e+38 0.018678 49.0
1e+38 0.018915 47.0
1e+38 0.018518 45.0
1e+38 0.018948 43.0
1e+38 0.018998 41.0
0.0089 0.018825 39.0
1e+38 0.018974 37.0
1e+38 0.018719 35.0
1e+38 0.018555 33.0
1e+38 0.018484 31.0
0.008501 0.018762 29.0
1e+38 0.019086 27.0
1e+38 0.018924 25.0
1e+38 0.018548 23.0
1e+38 0.018646 21.0
1e+38 0.018582 19.0
0.008173 0.018736 17.0
0.009101 0.018563 15.0
0.008407 0.018598 13.0
0.009043 0.018588 11.0
1e+38 0.018517 9.0
0.008366 0.018041 7.0
0.009026 0.017288 5.0
0.008555 0.01555 3.0
1e+38 0.01241 1.0
0.00984 0.037298 63.0
0.01121 0.037442 61.0
0.01007 0.037631 59.0
0.00887 0.037562 57.0
0.00982 0.037467 55.0
0.00992 0.03765 53.0
0.00935 0.037817 51.0
0.00939 0.037555 49.0
1e+38 0.037597 47.0
0.00908 0.037218 45.0
0.00964 0.037365 43.0
1e+38 0.037512 41.0
0.01044 0.037367 39.0
0.0091 0.037727 37.0
0.00943 0.037669 35.0
0.00957 0.037208 33.0
0.00974 0.037269 31.0
0.00867 0.037784 29.0
0.00986 0.037156 27.0
0.00953 0.03734 25.0
0.00947 0.037515 23.0
0.00957 0.037342 21.0
0.0108 0.037604 19.0
0.00885 0.036671 17.0
0.00921 0.036429 15.0
0.00975 0.035314 13.0
0.0098 0.03438 11.0
0.00915 0.032689 9.0
0.00959 0.030678 7.0
0.00933 0.0277 5.0
0.00901 0.023956 3.0
1e+38 0.019222 1.0
1e+38 0.074884 63.0
1e+38 0.075178 61.0
1e+38 0.075044 59.0
1e+38 0.075564 57.0
1e+38 0.075057 55.0
1e+38 0.074864 53.0
1e+38 0.074799 51.0
1e+38 0.074719 49.0
1e+38 0.074734 47.0
1e+38 0.074499 45.0
1e+38 0.074539 43.0
0.01482 0.073753 41.0
1e+38 0.073653 39.0
1e+38 0.073047 37.0
1e+38 0.072511 35.0
1e+38 0.071763 33.0
1e+38 0.070239 31.0
1e+38 0.068759 29.0
1e+38 0.067377 27.0
1e+38 0.065736 25.0
1e+38 0.063108 23.0
1e+38 0.061207 21.0
1e+38 0.058845 19.0
1e+38 0.056073 17.0
1e+38 0.053389 15.0
1e+38 0.050582 13.0
1e+38 0.047748 11.0
1e+38 0.044474 9.0
1e+38 0.040792 7.0
1e+38 0.037273 5.0
1e+38 0.032935 3.0
1e+38 0.028978 1.0
1e+38 0.11028 63.0
1e+38 0.10969 61.0
1e+38 0.10924 59.0
1e+38 0.10815 57.0
1e+38 0.10682 55.0
1e+38 0.10589 53.0
1e+38 0.10434 51.0
1e+38 0.10263 49.0
1e+38 0.10118 47.0
1e+38 0.09946 45.0
1e+38 0.09714 43.0
1e+38 0.0953 41.0
1e+38 0.09267 39.0
1e+38 0.09058 37.0
1e+38 0.08829 35.0
1e+38 0.08579 33.0
1e+38 0.08336 31.0
1e+38 0.08103 29.0
1e+38 0.07813 27.0
1e+38 0.07572 25.0
1e+38 0.07254 23.0
1e+38 0.06995 21.0
1e+38 0.06711 19.0
1e+38 0.06415 17.0
1e+38 0.06116 15.0
1e+38 0.0582 13.0
1e+38 0.05483 11.0
1e+38 0.05172 9.0
1e+38 0.04803 7.0
1e+38 0.04412 5.0
1e+38 0.0403 3.0
1e+38 0.03714 1.0
1e+38 0.12714 63.0
1e+38 0.12464 61.0
1e+38 0.1231 59.0
1e+38 0.12089 57.0
1e+38 0.11872 55.0
1e+38 0.11647 53.0
1e+38 0.11343 51.0
1e+38 0.11149 49.0
1e+38 0.10933 47.0
1e+38 0.10642 45.0
1e+38 0.10442 43.0
1e+38 0.1023 41.0
1e+38 0.09894 39.0
1e+38 0.09644 37.0
1e+38 0.09366 35.0
1e+38 0.091 33.0
1e+38 0.0882 31.0
1e+38 0.08556 29.0
1e+38 0.08323 27.0
1e+38 0.0804 25.0
1e+38 0.07716 23.0
1e+38 0.07391 21.0
1e+38 0.07167 19.0
1e+38 0.06818 17.0
1e+38 0.06556 15.0
1e+38 0.06232 13.0
1e+38 0.05928 11.0
1e+38 0.05616 9.0
1e+38 0.05285 7.0
1e+38 0.04866 5.0
1e+38 0.04578 3.0
1e+38 0.04318 1.0
1e+38 0.13205 63.0
1e+38 0.12979 61.0
1e+38 0.12724 59.0
1e+38 0.1247 57.0
1e+38 0.12213 55.0
1e+38 0.12039 53.0
1e+38 0.11779 51.0
1e+38 0.11479 49.0
1e+38 0.11254 47.0
1e+38 0.11028 45.0
1e+38 0.10757 43.0
1e+38 0.10481 41.0
1e+38 0.10204 39.0
1e+38 0.09915 37.0
1e+38 0.09638 35.0
1e+38 0.0938 33.0
1e+38 0.09083 31.0
1e+38 0.08827 29.0
1e+38 0.08548 27.0
1e+38 0.08246 25.0
1e+38 0.07938 23.0
1e+38 0.07648 21.0
1e+38 0.07365 19.0
1e+38 0.07089 17.0
1e+38 0.06799 15.0
1e+38 0.06457 13.0
1e+38 0.0609 11.0
1e+38 0.05801 9.0
1e+38 0.05389 7.0
1e+38 0.05033 5.0
1e+38 0.04828 3.0
1e+38 0.04523 1.0
1e+38 0.1332 63.0
1e+38 0.13024 61.0
1e+38 0.12825 59.0
1e+38 0.12569 57.0
1e+38 0.12315 55.0
1e+38 0.12096 53.0
1e+38 0.11801 51.0
1e+38 0.11497 49.0
1e+38 0.11325 47.0
1e+38 0.11089 45.0
1e+38 0.10798 43.0
1e+38 0.10524 41.0
1e+38 0.10217 39.0
1e+38 0.09933 37.0
1e+38 0.09702 35.0
1e+38 0.09483 33.0
1e+38 0.09199 31.0
1e+38 0.08908 29.0
1e+38 0.08633 27.0
1e+38 0.08312 25.0
1e+38 0.0799 23.0
1e+38 0.07663 21.0
1e+38 0.07372 19.0
1e+38 0.07082 17.0
1e+38 0.06799 15.0
1e+38 0.06509 13.0
1e+38 0.06111 11.0
1e+38 0.05807 9.0
1e+38 0.05382 7.0
1e+38 0.04979 5.0
1e+38 0.04685 3.0
1e+38 0.0463 1.0
1e+38 0.13277 63.0
1e+38 0.13064 61.0
1e+38 0.12825 59.0
1e+38 0.12556 57.0
1e+38 0.12323 55.0
1e+38 0.1206 53.0
1e+38 0.11775 51.0
1e+38 0.1152 49.0
1e+38 0.11312 47.0
1e+38 0.11034 45.0
1e+38 0.10757 43.0
1e+38 0.105 41.0
1e+38 0.10184 39.0
1e+38 0.09915 37.0
1e+38 0.09675 35.0
1e+38 0.09372 33.0
1e+38 0.09097 31.0
1e+38 0.08849 29.0
1e+38 0.08541 27.0
1e+38 0.08316 25.0
1e+38 0.07972 23.0
1e+38 0.07648 21.0
1e+38 0.07365 19.0
1e+38 0.07082 17.0
1e+38 0.06799 15.0
1e+38 0.06463 13.0
1e+38 0.06097 11.0
1e+38 0.05752 9.0
1e+38 0.05292 7.0
1e+38 0.04981 5.0
1e+38 0.04531 3.0
1e+38 0.04549 1.0
1e+38 0.13288 63.0
1e+38 0.13095 61.0
1e+38 0.12825 59.0
1e+38 0.12559 57.0
1e+38 0.1231 55.0
1e+38 0.12089 53.0
1e+38 0.11776 51.0
1e+38 0.11484 49.0
1e+38 0.11189 47.0
1e+38 0.10936 45.0
1e+38 0.10722 43.0
1e+38 0.10481 41.0
1e+38 0.10243 39.0
1e+38 0.09952 37.0
1e+38 0.09702 35.0
1e+38 0.09404 33.0
1e+38 0.09102 31.0
1e+38 0.08787 29.0
1e+38 0.08511 27.0
1e+38 0.08227 25.0
1e+38 0.07932 23.0
1e+38 0.07655 21.0
1e+38 0.07351 19.0
1e+38 0.06977 17.0
1e+38 0.06681 15.0
1e+38 0.06419 13.0
1e+38 0.05986 11.0
1e+38 0.05666 9.0
1e+38 0.05253 7.0
1e+38 0.04854 5.0
1e+38 0.04518 3.0
1e+38 0.04427 1.0
1e+38 0.13427 63.0
1e+38 0.13262 61.0
1e+38 0.13024 59.0
1e+38 0.12735 57.0
1e+38 0.12419 55.0
1e+38 0.12119 53.0
1e+38 0.11824 51.0
1e+38 0.11679 49.0
1e+38 0.11356 47.0
1e+38 0.11072 45.0
1e+38 0.10771 43.0
1e+38 0.10571 41.0
1e+38 0.10307 39.0
1e+38 0.10063 37.0
1e+38 0.09752 35.0
1e+38 0.09557 33.0
1e+38 0.09189 31.0
1e+38 0.08906 29.0
1e+38 0.0864 27.0
1e+38 0.08357 25.0
1e+38 0.08024 23.0
1e+38 0.07655 21.0
1e+38 0.07372 19.0
1e+38 0.07088 17.0
1e+38 0.06792 15.0
1e+38 0.06483 13.0
1e+38 0.0609 11.0
1e+38 0.05794 9.0
1e+38 0.05282 7.0
1e+38 0.04844 5.0
1e+38 0.04391 3.0
1e+38 0.04728 1.0
