Vin[V] Vout[V] Clip_b
1e+38 0.033594 63.0
0.008426 0.03431 61.0
0.008901 0.034452 59.0
0.00881 0.034184 57.0
1e+38 0.03365 55.0
1e+38 0.033676 53.0
0.007968 0.033979 51.0
1e+38 0.034007 49.0
0.008093 0.033745 47.0
1e+38 0.033586 45.0
1e+38 0.034308 43.0
1e+38 0.033968 41.0
1e+38 0.033698 39.0
1e+38 0.034089 37.0
1e+38 0.034047 35.0
1e+38 0.033692 33.0
1e+38 0.033517 31.0
1e+38 0.033755 29.0
1e+38 0.033158 27.0
1e+38 0.032727 25.0
0.008858 0.032244 23.0
1e+38 0.031631 21.0
1e+38 0.030682 19.0
1e+38 0.029742 17.0
0.008696 0.02877 15.0
1e+38 0.027438 13.0
1e+38 0.025741 11.0
1e+38 0.023748 9.0
1e+38 0.021562 7.0
0.008718 0.019721 5.0
1e+38 0.017322 3.0
1e+38 0.014213 1.0
0.00871 0.064496 63.0
0.00922 0.064234 61.0
0.00923 0.063454 59.0
0.01046 0.062827 57.0
0.01024 0.06177 55.0
0.01009 0.061276 53.0
0.00947 0.060369 51.0
0.0099 0.059079 49.0
0.01047 0.058183 47.0
0.00965 0.057143 45.0
0.00956 0.056073 43.0
0.00915 0.05483 41.0
0.00956 0.053389 39.0
0.00973 0.052485 37.0
0.00965 0.050796 35.0
0.00964 0.049543 33.0
0.01049 0.047741 31.0
0.009 0.046646 29.0
0.00966 0.045397 27.0
0.00876 0.043922 25.0
0.01034 0.042435 23.0
0.00887 0.040545 21.0
0.00961 0.038777 19.0
0.00939 0.037441 17.0
0.00947 0.036094 15.0
0.00944 0.03418 13.0
0.00917 0.03241 11.0
0.01025 0.030325 9.0
0.00988 0.028172 7.0
0.00996 0.026415 5.0
0.01032 0.023589 3.0
0.00974 0.021594 1.0
1e+38 0.07675 63.0
1e+38 0.07591 61.0
1e+38 0.0747 59.0
1e+38 0.07328 57.0
1e+38 0.07202 55.0
1e+38 0.07058 53.0
1e+38 0.07004 51.0
1e+38 0.06833 49.0
1e+38 0.06675 47.0
1e+38 0.06539 45.0
1e+38 0.06367 43.0
0.01537 0.06275 41.0
1e+38 0.06131 39.0
1e+38 0.05977 37.0
1e+38 0.05861 35.0
1e+38 0.05688 33.0
1e+38 0.05547 31.0
1e+38 0.05337 29.0
1e+38 0.05211 27.0
1e+38 0.05073 25.0
1e+38 0.04898 23.0
1e+38 0.04733 21.0
1e+38 0.04546 19.0
1e+38 0.04372 17.0
1e+38 0.04212 15.0
1e+38 0.04011 13.0
1e+38 0.03824 11.0
1e+38 0.03683 9.0
1e+38 0.03459 7.0
1e+38 0.03195 5.0
1e+38 0.03005 3.0
1e+38 0.0283 1.0
1e+38 0.0773 63.0
1e+38 0.07606 61.0
1e+38 0.07484 59.0
1e+38 0.07372 57.0
1e+38 0.07309 55.0
1e+38 0.07097 53.0
1e+38 0.0698 51.0
1e+38 0.06817 49.0
1e+38 0.06695 47.0
1e+38 0.06544 45.0
1e+38 0.06427 43.0
1e+38 0.06259 41.0
1e+38 0.06125 39.0
1e+38 0.05992 37.0
1e+38 0.05822 35.0
1e+38 0.05684 33.0
1e+38 0.0554 31.0
1e+38 0.05361 29.0
1e+38 0.05246 27.0
1e+38 0.05036 25.0
1e+38 0.04895 23.0
1e+38 0.04721 21.0
1e+38 0.04569 19.0
1e+38 0.04436 17.0
1e+38 0.04202 15.0
