Vin[V] Vout[V] Clip_b
0.008441 0.032603 63.0
1e+38 0.032282 61.0
0.008603 0.032681 59.0
1e+38 0.032023 57.0
1e+38 0.031724 55.0
1e+38 0.032019 53.0
1e+38 0.03188 51.0
1e+38 0.032235 49.0
1e+38 0.032823 47.0
1e+38 0.031982 45.0
0.00833 0.031818 43.0
0.008054 0.032227 41.0
0.008179 0.031694 39.0
1e+38 0.031992 37.0
0.00811 0.031967 35.0
0.008788 0.031332 33.0
0.008443 0.031682 31.0
1e+38 0.031613 29.0
1e+38 0.032153 27.0
1e+38 0.031361 25.0
1e+38 0.031517 23.0
1e+38 0.031652 21.0
1e+38 0.031799 19.0
1e+38 0.031822 17.0
1e+38 0.03138 15.0
0.008731 0.030951 13.0
0.009093 0.030936 11.0
0.008013 0.030133 9.0
1e+38 0.029933 7.0
1e+38 0.028142 5.0
1e+38 0.023699 3.0
1e+38 0.015697 1.0
1e+38 0.065205 63.0
0.0103 0.065179 61.0
0.00962 0.064364 59.0
0.01043 0.065065 57.0
0.00993 0.065014 55.0
0.00965 0.064599 53.0
0.00885 0.065268 51.0
0.00988 0.064401 49.0
0.00944 0.065311 47.0
0.00969 0.064699 45.0
1e+38 0.064501 43.0
0.009 0.064653 41.0
0.01043 0.064888 39.0
0.01049 0.06461 37.0
0.0094 0.06419 35.0
0.00909 0.064407 33.0
1e+38 0.064132 31.0
0.01058 0.063743 29.0
0.0093 0.064618 27.0
0.00956 0.06463 25.0
0.00965 0.06398 23.0
0.0102 0.063973 21.0
0.00887 0.063427 19.0
0.00833 0.063253 17.0
0.00927 0.062918 15.0
0.01007 0.061903 13.0
0.00992 0.060842 11.0
0.00954 0.058406 9.0
0.01061 0.053398 7.0
0.01025 0.046254 5.0
0.009 0.036783 3.0
0.00999 0.025261 1.0
1e+38 1e+38 63.0
1e+38 1e+38 61.0
1e+38 1e+38 59.0
1e+38 1e+38 57.0
1e+38 1e+38 55.0
1e+38 1e+38 53.0
1e+38 1e+38 51.0
1e+38 1e+38 49.0
1e+38 1e+38 47.0
1e+38 1e+38 45.0
1e+38 0.12942 43.0
1e+38 1e+38 41.0
1e+38 1e+38 39.0
1e+38 1e+38 37.0
1e+38 1e+38 35.0
1e+38 1e+38 33.0
1e+38 1e+38 31.0
1e+38 0.1275 29.0
1e+38 1e+38 27.0
1e+38 1e+38 25.0
1e+38 0.12535 23.0
1e+38 0.12324 21.0
1e+38 0.12076 19.0
1e+38 0.11694 17.0
1e+38 0.11027 15.0
1e+38 0.10361 13.0
1e+38 0.09515 11.0
1e+38 0.08535 9.0
1e+38 0.07508 7.0
1e+38 0.06379 5.0
1e+38 0.05236 3.0
1e+38 0.04109 1.0
1e+38 0.19441 63.0
1e+38 0.19399 61.0
1e+38 0.19398 59.0
1e+38 0.19359 57.0
1e+38 0.19318 55.0
1e+38 0.1929 53.0
1e+38 0.19239 51.0
1e+38 0.1925 49.0
1e+38 0.19249 47.0
1e+38 0.192 45.0
1e+38 0.19128 43.0
1e+38 0.19096 41.0
1e+38 0.19015 39.0
1e+38 0.18915 37.0
1e+38 0.18878 35.0
1e+38 0.18698 33.0
1e+38 0.18562 31.0
1e+38 0.18178 29.0
1e+38 0.17773 27.0
1e+38 0.17138 25.0
1e+38 0.1641 23.0
1e+38 0.1558 21.0
1e+38 0.14773 19.0
1e+38 0.13868 17.0
1e+38 0.13015 15.0
1e+38 0.12029 13.0
1e+38 0.10961 11.0
1e+38 0.0996 9.0
1e+38 0.08841 7.0
1e+38 0.07618 5.0
1e+38 0.06486 3.0
1e+38 0.0542 1.0
1e+38 0.25658 63.0
1e+38 0.25572 61.0
1e+38 0.25528 59.0
1e+38 0.25536 57.0
1e+38 0.25463 55.0
1e+38 0.25415 53.0
1e+38 0.25354 51.0
1e+38 0.25226 49.0
1e+38 0.25073 47.0
1e+38 0.24943 45.0
1e+38 0.24825 43.0
1e+38 0.24511 41.0
1e+38 0.24193 39.0
1e+38 0.23627 37.0
1e+38 0.23096 35.0
1e+38 0.22385 33.0
1e+38 0.2173 31.0
1e+38 0.20821 29.0
1e+38 0.20056 27.0
1e+38 0.19128 25.0
1e+38 0.1816 23.0
1e+38 0.17241 21.0
1e+38 0.16282 19.0
1e+38 0.15282 17.0
1e+38 0.14387 15.0
1e+38 0.13286 13.0
1e+38 0.12196 11.0
1e+38 0.11233 9.0
1e+38 0.09939 7.0
1e+38 0.08784 5.0
1e+38 0.07676 3.0
1e+38 0.06586 1.0
1e+38 0.3143 63.0
1e+38 0.31312 61.0
1e+38 0.31136 59.0
1e+38 0.31019 57.0
