Vin[V] Vout[V] Clip_b
1e+38 0.034071 63.0
0.008776 0.035156 61.0
0.008719 0.03501 59.0
1e+38 0.035688 57.0
1e+38 0.034943 55.0
1e+38 0.034974 53.0
0.00853 0.035451 51.0
0.009031 0.035009 49.0
0.008867 0.035058 47.0
1e+38 0.034811 45.0
0.00877 0.034684 43.0
0.009203 0.035152 41.0
1e+38 0.034649 39.0
0.008896 0.034764 37.0
1e+38 0.034846 35.0
1e+38 0.034338 33.0
0.008865 0.034979 31.0
0.008598 0.034445 29.0
1e+38 0.034101 27.0
1e+38 0.034565 25.0
0.008612 0.033861 23.0
0.008376 0.033464 21.0
1e+38 0.032677 19.0
1e+38 0.032045 17.0
1e+38 0.031484 15.0
1e+38 0.029921 13.0
1e+38 0.028415 11.0
0.008469 0.027131 9.0
0.008278 0.025149 7.0
1e+38 0.02313 5.0
1e+38 0.020509 3.0
0.008469 0.017593 1.0
0.00948 0.066665 63.0
0.01036 0.066551 61.0
0.01099 0.06639 59.0
0.01043 0.065861 57.0
0.01052 0.065227 55.0
0.00954 0.064607 53.0
0.00979 0.063834 51.0
0.00978 0.063086 49.0
0.01038 0.062223 47.0
0.00977 0.061074 45.0
0.01058 0.060059 43.0
0.01001 0.058943 41.0
0.0092 0.057762 39.0
0.01086 0.056138 37.0
0.01084 0.055207 35.0
0.01025 0.053634 33.0
0.01129 0.052416 31.0
0.01056 0.050801 29.0
0.01102 0.049558 27.0
0.01047 0.047966 25.0
0.01134 0.046136 23.0
0.01108 0.044616 21.0
0.01084 0.042738 19.0
0.01232 0.041262 17.0
0.0108 0.039824 15.0
0.0105 0.03786 13.0
0.00943 0.036294 11.0
0.0104 0.034123 9.0
0.01165 0.032113 7.0
0.01016 0.029488 5.0
0.01016 0.027733 3.0
0.01037 0.024356 1.0
0.01594 0.08168 63.0
0.01588 0.08046 61.0
0.01597 0.07973 59.0
0.01634 0.07835 57.0
0.01618 0.07702 55.0
0.0157 0.07586 53.0
0.01533 0.07436 51.0
0.01687 0.07293 49.0
0.01702 0.07183 47.0
1e+38 0.07012 45.0
0.01622 0.06887 43.0
0.01622 0.06759 41.0
0.01634 0.06584 39.0
0.0159 0.06432 37.0
0.01547 0.06286 35.0
0.01573 0.06142 33.0
0.01592 0.05968 31.0
1e+38 0.05831 29.0
0.01796 0.05673 27.0
0.01615 0.05486 25.0
0.01699 0.05285 23.0
0.01698 0.05144 21.0
0.01685 0.04939 19.0
0.01709 0.04809 17.0
1e+38 0.04624 15.0
0.01573 0.0445 13.0
1e+38 0.04249 11.0
0.01645 0.04074 9.0
0.01593 0.03813 7.0
0.01618 0.03575 5.0
0.01708 0.03354 3.0
0.01664 0.03143 1.0
0.02158 0.08209 63.0
0.02249 0.08089 61.0
0.02283 0.0797 59.0
1e+38 0.07869 57.0
0.02366 0.07691 55.0
0.02419 0.0758 53.0
0.02246 0.07445 51.0
1e+38 0.07303 49.0
0.02261 0.07188 47.0
0.02231 0.07032 45.0
0.02283 0.06881 43.0
0.0221 0.06763 41.0
1e+38 0.06591 39.0
0.02248 0.0645 37.0
0.02108 0.06271 35.0
0.0219 0.0616 33.0
0.02109 0.05985 31.0
1e+38 0.05823 29.0
0.02228 0.05651 27.0
0.0221 0.0549 25.0
0.02249 0.05311 23.0
0.02295 0.05131 21.0
0.02409 0.04984 19.0
0.02315 0.04785 17.0
0.02198 0.04634 15.0
0.02369 0.04466 13.0
0.02249 0.04262 11.0
0.02311 0.04072 9.0
1e+38 0.03798 7.0
0.02202 0.03604 5.0
0.02156 0.03276 3.0
1e+38 0.02988 1.0
1e+38 1e+38 63.0
0.02798 1e+38 61.0
0.02803 1e+38 59.0
0.029 1e+38 57.0
0.02871 1e+38 55.0
1e+38 1e+38 53.0
0.02826 1e+38 51.0
0.0286 1e+38 49.0
0.02829 1e+38 47.0
0.02801 1e+38 45.0
0.02992 1e+38 43.0
0.02958 0.06768 41.0
0.02841 0.06642 39.0
0.02865 0.06479 37.0
0.02911 0.06282 35.0
0.02849 0.06169 33.0
0.02883 0.06025 31.0
1e+38 0.05865 29.0
0.02823 0.05719 27.0
1e+38 0.05567 25.0
0.02909 0.05344 23.0
1e+38 0.05161 21.0
0.02994 0.04983 19.0
0.02918 0.04803 17.0
1e+38 0.04627 15.0
0.02881 0.04463 13.0
0.02954 0.04256 11.0
1e+38 0.04051 9.0
1e+38 0.03788 7.0
0.02906 0.0352 5.0
0.02832 0.03233 3.0
1e+38 0.02961 1.0
1e+38 1e+38 63.0
1e+38 1e+38 61.0
0.03295 1e+38 59.0
1e+38 1e+38 57.0
0.0332 1e+38 55.0
0.03323 1e+38 53.0
1e+38 1e+38 51.0
1e+38 1e+38 49.0
0.03394 1e+38 47.0
1e+38 1e+38 45.0
1e+38 1e+38 43.0
1e+38 1e+38 41.0
1e+38 1e+38 39.0
1e+38 1e+38 37.0
1e+38 1e+38 35.0
1e+38 1e+38 33.0
0.0332 0.06277 31.0
1e+38 0.06161 29.0
0.0337 0.05884 27.0
0.03396 0.05643 25.0
1e+38 0.05387 23.0
1e+38 0.05156 21.0
1e+38 0.04979 19.0
1e+38 0.04826 17.0
1e+38 0.04643 15.0
