Vin[V] Vout[V] Clip_b
1e+38 0.019287 63.0
1e+38 0.019247 61.0
0.008419 0.019321 59.0
1e+38 0.019328 57.0
0.008411 0.019046 55.0
0.008908 0.019089 53.0
1e+38 0.019167 51.0
1e+38 0.019217 49.0
0.009067 0.019214 47.0
0.009009 0.019106 45.0
1e+38 0.019366 43.0
1e+38 0.018913 41.0
0.008879 0.019934 39.0
1e+38 0.019239 37.0
0.00852 0.019226 35.0
1e+38 0.019358 33.0
0.008849 0.019008 31.0
1e+38 0.019123 29.0
1e+38 0.019309 27.0
1e+38 0.019198 25.0
1e+38 0.018921 23.0
1e+38 0.019458 21.0
1e+38 0.019109 19.0
1e+38 0.019054 17.0
0.008887 0.018819 15.0
1e+38 0.018793 13.0
1e+38 0.018798 11.0
0.008276 0.019937 9.0
0.008494 0.018357 7.0
1e+38 0.017936 5.0
1e+38 0.016493 3.0
1e+38 0.012296 1.0
0.00976 0.039459 63.0
0.00989 0.039009 61.0
0.00963 0.039223 59.0
0.00853 0.039351 57.0
0.00932 0.039249 55.0
0.00975 0.039293 53.0
0.00956 0.038572 51.0
0.00915 0.038958 49.0
0.00875 0.039047 47.0
0.00974 0.039248 45.0
0.00943 0.038892 43.0
0.00854 0.038419 41.0
0.00937 0.038651 39.0
0.0112 0.038834 37.0
0.01034 0.0383 35.0
0.00899 0.039039 33.0
0.0101 0.038343 31.0
0.00975 0.038473 29.0
0.00947 0.038813 27.0
0.00901 0.03909 25.0
0.01025 0.038855 23.0
1e+38 0.038689 21.0
0.0095 0.038447 19.0
0.00829 0.038402 17.0
0.0093 0.038023 15.0
0.01023 0.038156 13.0
0.01004 0.037821 11.0
0.00917 0.037405 9.0
0.00941 0.036354 7.0
0.00879 0.034814 5.0
0.01056 0.030921 3.0
0.00887 0.021948 1.0
1e+38 0.078218 63.0
1e+38 0.078032 61.0
1e+38 0.077638 59.0
1e+38 0.077653 57.0
1e+38 0.078061 55.0
1e+38 0.077641 53.0
1e+38 0.077682 51.0
1e+38 0.077673 49.0
1e+38 0.077415 47.0
1e+38 0.077309 45.0
1e+38 0.077197 43.0
1e+38 0.077438 41.0
1e+38 0.076735 39.0
1e+38 0.076515 37.0
1e+38 0.076647 35.0
1e+38 0.077177 33.0
1e+38 0.076869 31.0
1e+38 0.076604 29.0
1e+38 0.076419 27.0
1e+38 0.076554 25.0
1e+38 0.076422 23.0
0.01514 0.07614 21.0
1e+38 0.076056 19.0
1e+38 0.075893 17.0
1e+38 0.074791 15.0
1e+38 0.074014 13.0
1e+38 0.07203 11.0
1e+38 0.069278 9.0
1e+38 0.064073 7.0
1e+38 0.056672 5.0
1e+38 0.04663 3.0
1e+38 0.034466 1.0
1e+38 0.1181 63.0
1e+38 0.11775 61.0
1e+38 0.11762 59.0
1e+38 0.11736 57.0
1e+38 0.11713 55.0
1e+38 0.1171 53.0
1e+38 0.11676 51.0
1e+38 0.11673 49.0
1e+38 0.11675 47.0
1e+38 0.11687 45.0
1e+38 0.11649 43.0
1e+38 0.11649 41.0
1e+38 0.11626 39.0
1e+38 0.11617 37.0
1e+38 0.1161 35.0
1e+38 0.11593 33.0
1e+38 0.11552 31.0
1e+38 0.11534 29.0
1e+38 0.11524 27.0
1e+38 0.11492 25.0
1e+38 0.11411 23.0
1e+38 0.11376 21.0
1e+38 0.11268 19.0
1e+38 0.11028 17.0
1e+38 0.10753 15.0
1e+38 0.10307 13.0
1e+38 0.09683 11.0
1e+38 0.08888 9.0
1e+38 0.07964 7.0
1e+38 0.06904 5.0
1e+38 0.05757 3.0
1e+38 0.04478 1.0
1e+38 0.1558 63.0
1e+38 0.15581 61.0
1e+38 0.15574 59.0
1e+38 0.15544 57.0
1e+38 0.15604 55.0
1e+38 0.15513 53.0
1e+38 0.15516 51.0
1e+38 0.15531 49.0
1e+38 0.15453 47.0
1e+38 0.15441 45.0
1e+38 0.15445 43.0
1e+38 0.15455 41.0
