Vin[V] Vout[V] Clip_b
1e+38 0.017155 63.0
1e+38 0.017104 61.0
1e+38 0.016953 59.0
1e+38 0.017156 57.0
1e+38 0.017582 55.0
0.008635 0.01675 53.0
1e+38 0.016869 51.0
0.007827 0.017205 49.0
0.008989 0.01728 47.0
1e+38 0.0166 45.0
1e+38 0.017078 43.0
0.008036 0.017025 41.0
1e+38 0.017293 39.0
1e+38 0.017053 37.0
1e+38 0.017578 35.0
0.008822 0.017371 33.0
1e+38 0.017245 31.0
1e+38 0.017292 29.0
1e+38 0.016988 27.0
1e+38 0.017097 25.0
0.008298 0.017181 23.0
1e+38 0.017229 21.0
1e+38 0.017369 19.0
1e+38 0.017742 17.0
1e+38 0.017281 15.0
1e+38 0.017368 13.0
1e+38 0.017175 11.0
1e+38 0.016603 9.0
1e+38 0.016526 7.0
1e+38 0.016044 5.0
1e+38 0.014532 3.0
1e+38 0.011533 1.0
0.00917 0.034164 63.0
0.0098 0.034069 61.0
0.00976 0.034223 59.0
0.01023 0.034196 57.0
0.00944 0.034172 55.0
0.00914 0.034459 53.0
0.00915 0.034292 51.0
0.01007 0.034729 49.0
0.0093 0.034516 47.0
0.00918 0.034342 45.0
0.0101 0.034583 43.0
0.0093 0.034374 41.0
1e+38 0.034143 39.0
0.00849 0.033956 37.0
0.00992 0.034005 35.0
0.00942 0.034447 33.0
1e+38 0.034587 31.0
0.00973 0.034174 29.0
0.00969 0.034372 27.0
0.00893 0.03432 25.0
0.0105 0.034081 23.0
0.01047 0.034138 21.0
0.00985 0.034077 19.0
0.00964 0.033881 17.0
0.00971 0.033366 15.0
0.00992 0.032867 13.0
0.00878 0.032242 11.0
0.00951 0.031165 9.0
0.00969 0.029199 7.0
0.00812 0.026603 5.0
0.00937 0.023243 3.0
0.0097 0.018203 1.0
1e+38 0.068918 63.0
1e+38 0.068872 61.0
1e+38 0.068626 59.0
1e+38 0.068786 57.0
1e+38 0.069189 55.0
1e+38 0.06882 53.0
1e+38 0.068576 51.0
1e+38 0.068448 49.0
1e+38 0.068792 47.0
