Vin[V] Vout[V] Clip_b
0.008204 0.022873 63.0
1e+38 0.022878 61.0
0.009277 0.022773 59.0
1e+38 0.022499 57.0
1e+38 0.02269 55.0
0.009422 0.022998 53.0
0.008254 0.023269 51.0
0.008466 0.022816 49.0
1e+38 0.022605 47.0
1e+38 0.022983 45.0
0.008641 0.02323 43.0
1e+38 0.022795 41.0
0.009066 0.022965 39.0
0.008367 0.022985 37.0
0.008361 0.02288 35.0
0.00824 0.022659 33.0
1e+38 0.023084 31.0
1e+38 0.022865 29.0
1e+38 0.022728 27.0
0.008841 0.022838 25.0
1e+38 0.022488 23.0
1e+38 0.022957 21.0
0.009371 0.022773 19.0
1e+38 0.022573 17.0
0.008186 0.022614 15.0
1e+38 0.023043 13.0
1e+38 0.022729 11.0
0.008323 0.022383 9.0
1e+38 0.022377 7.0
1e+38 0.022322 5.0
0.008917 0.021615 3.0
0.008649 0.018088 1.0
0.01105 0.046182 63.0
0.01084 0.046234 61.0
0.01107 0.046278 59.0
0.01065 0.04644 57.0
0.01067 0.04645 55.0
0.00945 0.046492 53.0
0.01107 0.045545 51.0
0.01063 0.046229 49.0
0.01043 0.046524 47.0
0.01072 0.046245 45.0
0.0097 0.046365 43.0
0.01144 0.046449 41.0
0.01051 0.046074 39.0
0.01055 0.046505 37.0
0.00911 0.046397 35.0
0.01047 0.046502 33.0
0.01163 0.046175 31.0
0.01036 0.045781 29.0
0.01062 0.046221 27.0
0.01116 0.046371 25.0
0.01079 0.046219 23.0
0.00988 0.046177 21.0
0.01092 0.04632 19.0
0.01077 0.045472 17.0
0.0109 0.045187 15.0
0.00939 0.044822 13.0
0.01199 0.043833 11.0
0.00949 0.042784 9.0
0.01168 0.040782 7.0
0.01174 0.037823 5.0
0.01055 0.034561 3.0
0.01055 0.028901 1.0
0.01635 0.091327 63.0
0.01672 0.091211 61.0
0.01614 0.091185 59.0
0.01682 0.090791 57.0
0.01597 0.090544 55.0
0.01713 0.091078 53.0
0.01799 0.091291 51.0
0.01691 0.090711 49.0
0.01702 0.090836 47.0
0.01766 0.090524 45.0
1e+38 0.08993 43.0
0.01597 0.089816 41.0
0.01667 0.089558 39.0
0.01676 0.088569 37.0
1e+38 0.087297 35.0
0.01708 0.086475 33.0
0.01605 0.084936 31.0
0.01691 0.08341 29.0
0.01781 0.08137 27.0
0.01535 0.079617 25.0
0.01642 0.077251 23.0
0.01717 0.074989 21.0
0.01753 0.072265 19.0
0.01562 0.069489 17.0
0.01653 0.066979 15.0
0.01634 0.064072 13.0
0.01574 0.061019 11.0
0.01529 0.057733 9.0
0.01658 0.054081 7.0
0.01615 0.05034 5.0
0.01734 0.046286 3.0
0.01658 0.040845 1.0
0.02139 0.13045 63.0
0.02188 0.12932 61.0
0.02234 0.12826 59.0
0.02186 0.12699 57.0
0.02323 0.12508 55.0
1e+38 0.12378 53.0
0.02282 0.12176 51.0
0.02261 0.12005 49.0
0.02348 0.11821 47.0
0.02264 0.11612 45.0
0.0219 0.11366 43.0
0.02237 0.11144 41.0
0.02233 0.10916 39.0
0.02345 0.10692 37.0
0.02207 0.10419 35.0
0.02299 0.10168 33.0
0.02363 0.09858 31.0
0.02197 0.09634 29.0
0.02137 0.09343 27.0
0.0225 0.09071 25.0
0.02265 0.08779 23.0
0.02398 0.08524 21.0
1e+38 0.08221 19.0
0.02243 0.07913 17.0
0.02395 0.07632 15.0
0.02206 0.07321 13.0
0.02171 0.06975 11.0
1e+38 0.06664 9.0
0.0221 0.06291 7.0
0.02198 0.05882 5.0
0.02255 0.05474 3.0
1e+38 0.05054 1.0
0.02903 0.14305 63.0
