Vin[V] Vout[V] Clip_b
1e+38 0.026748 63.0
1e+38 0.027416 61.0
1e+38 0.026924 59.0
0.008317 0.027232 57.0
1e+38 0.026525 55.0
1e+38 0.027234 53.0
1e+38 0.026995 51.0
1e+38 0.027043 49.0
1e+38 0.026987 47.0
0.009172 0.0269 45.0
1e+38 0.026648 43.0
1e+38 0.02685 41.0
1e+38 0.027274 39.0
1e+38 0.027227 37.0
1e+38 0.027158 35.0
0.008696 0.027358 33.0
0.008333 0.02734 31.0
0.008492 0.027184 29.0
1e+38 0.02697 27.0
1e+38 0.026618 25.0
1e+38 0.02715 23.0
1e+38 0.027015 21.0
0.009393 0.027065 19.0
1e+38 0.026855 17.0
1e+38 0.0268 15.0
0.008389 0.026469 13.0
1e+38 0.026006 11.0
1e+38 0.025126 9.0
0.008486 0.024098 7.0
1e+38 0.022629 5.0
1e+38 0.019658 3.0
0.008821 0.015066 1.0
0.00932 0.054652 63.0
0.00991 0.054555 61.0
0.00908 0.054541 59.0
1e+38 0.055144 57.0
0.00898 0.054683 55.0
0.00885 0.054582 53.0
0.00982 0.054598 51.0
0.01021 0.054924 49.0
0.00982 0.054871 47.0
0.00928 0.054647 45.0
0.00938 0.054935 43.0
0.0094 0.054413 41.0
0.00902 0.054147 39.0
0.01003 0.054781 37.0
0.00995 0.054961 35.0
0.00895 0.054351 33.0
0.0095 0.053744 31.0
0.00967 0.054379 29.0
0.00972 0.053614 27.0
0.0092 0.053004 25.0
0.01067 0.052157 23.0
0.00945 0.051358 21.0
0.00895 0.049739 19.0
0.00884 0.048349 17.0
0.00968 0.046662 15.0
0.00908 0.044566 13.0
0.00993 0.041328 11.0
0.00972 0.038998 9.0
0.00924 0.035472 7.0
0.00971 0.032242 5.0
0.00951 0.028299 3.0
1e+38 0.023867 1.0
1e+38 0.10669 63.0
1e+38 0.10591 61.0
1e+38 0.10532 59.0
0.0147 0.10502 57.0
1e+38 0.10379 55.0
1e+38 0.10267 53.0
1e+38 0.10139 51.0
1e+38 0.09984 49.0
1e+38 0.09816 47.0
1e+38 0.09663 45.0
1e+38 0.09461 43.0
1e+38 0.0928 41.0
1e+38 0.09041 39.0
1e+38 0.08838 37.0
1e+38 0.08606 35.0
1e+38 0.08381 33.0
1e+38 0.08153 31.0
1e+38 0.0788 29.0
1e+38 0.07637 27.0
1e+38 0.07386 25.0
1e+38 0.07112 23.0
1e+38 0.06853 21.0
1e+38 0.06546 19.0
1e+38 0.06245 17.0
1e+38 0.05982 15.0
1e+38 0.0568 13.0
1e+38 0.05357 11.0
1e+38 0.05024 9.0
1e+38 0.04658 7.0
1e+38 0.04313 5.0
1e+38 0.03944 3.0
1e+38 0.0357 1.0
1e+38 0.12817 63.0
1e+38 0.12633 61.0
1e+38 0.12384 59.0
1e+38 0.12181 57.0
1e+38 0.11909 55.0
1e+38 0.11695 53.0
1e+38 0.11437 51.0
1e+38 0.11189 49.0
1e+38 0.10946 47.0
1e+38 0.10689 45.0
1e+38 0.10477 43.0
1e+38 0.10193 41.0
1e+38 0.09944 39.0
1e+38 0.09695 37.0
1e+38 0.09445 35.0
1e+38 0.0917 33.0
1e+38 0.08928 31.0
1e+38 0.0864 29.0
1e+38 0.08388 27.0
1e+38 0.08066 25.0
1e+38 0.07785 23.0
1e+38 0.07494 21.0
1e+38 0.07191 19.0
1e+38 0.06913 17.0
1e+38 0.06569 15.0
1e+38 0.06273 13.0
1e+38 0.05978 11.0
