Vin[V] Vout[V] Clip_b
1e+38 0.040077 63.0
0.008146 0.039078 61.0
1e+38 0.039752 59.0
0.009016 0.039093 57.0
1e+38 0.038975 55.0
1e+38 0.03946 53.0
1e+38 0.03911 51.0
1e+38 0.039111 49.0
1e+38 0.03908 47.0
1e+38 0.039696 45.0
1e+38 0.038998 43.0
1e+38 0.039328 41.0
1e+38 0.039192 39.0
0.008323 0.038598 37.0
1e+38 0.038481 35.0
1e+38 0.038415 33.0
1e+38 0.039265 31.0
1e+38 0.039502 29.0
1e+38 0.038693 27.0
1e+38 0.039185 25.0
1e+38 0.039 23.0
1e+38 0.0387 21.0
0.008302 0.038575 19.0
1e+38 0.038825 17.0
0.008042 0.038447 15.0
0.008246 0.038563 13.0
1e+38 0.038449 11.0
1e+38 0.037315 9.0
1e+38 0.037 7.0
1e+38 0.035683 5.0
0.008726 0.032531 3.0
0.008531 0.023223 1.0
0.00939 0.078509 63.0
0.00906 0.078785 61.0
0.01012 0.078782 59.0
0.00921 0.078055 57.0
0.00884 0.078116 55.0
0.00994 0.078217 53.0
0.01037 0.078901 51.0
0.00999 0.078533 49.0
0.00922 0.078099 47.0
0.00949 0.078001 45.0
0.01065 0.077825 43.0
0.01122 0.078228 41.0
0.00903 0.078261 39.0
0.00939 0.077696 37.0
0.01043 0.07803 35.0
0.00985 0.077985 33.0
0.00915 0.078014 31.0
0.00892 0.078645 29.0
0.00885 0.076922 27.0
0.01024 0.077321 25.0
0.00996 0.077493 23.0
0.00921 0.076897 21.0
0.00891 0.076757 19.0
0.00993 0.077344 17.0
0.00909 0.076536 15.0
0.00978 0.075435 13.0
0.00974 0.073822 11.0
1e+38 0.071443 9.0
0.00935 0.06676 7.0
0.01031 0.059554 5.0
0.01009 0.049491 3.0
0.00929 0.036808 1.0
1e+38 0.15837 63.0
1e+38 0.15817 61.0
1e+38 0.15826 59.0
1e+38 0.15747 57.0
0.01605 0.15776 55.0
1e+38 0.15758 53.0
1e+38 0.15607 51.0
1e+38 0.1564 49.0
1e+38 0.15634 47.0
1e+38 0.156 45.0
1e+38 0.1569 43.0
1e+38 0.157 41.0
1e+38 0.1559 39.0
1e+38 0.15568 37.0
1e+38 0.15502 35.0
1e+38 0.15461 33.0
1e+38 0.15452 31.0
1e+38 0.15453 29.0
1e+38 0.15304 27.0
0.01546 0.1524 25.0
1e+38 0.14993 23.0
1e+38 0.1466 21.0
1e+38 0.14326 19.0
1e+38 0.13734 17.0
1e+38 0.13044 15.0
1e+38 0.1222 13.0
1e+38 0.11369 11.0
1e+38 0.10363 9.0
1e+38 0.09314 7.0
1e+38 0.08192 5.0
1e+38 0.06941 3.0
1e+38 0.05589 1.0
1e+38 0.23479 63.0
1e+38 0.2336 61.0
1e+38 0.2339 59.0
1e+38 0.23333 57.0
1e+38 0.23281 55.0
1e+38 0.23292 53.0
1e+38 0.23262 51.0
1e+38 0.23195 49.0
1e+38 0.23155 47.0
1e+38 0.23088 45.0
1e+38 0.23042 43.0
1e+38 0.22934 41.0
1e+38 0.2282 39.0
1e+38 0.22611 37.0
1e+38 0.22426 35.0
1e+38 0.22065 33.0
1e+38 0.21671 31.0
1e+38 0.21021 29.0
1e+38 0.20351 27.0
1e+38 0.19546 25.0
1e+38 0.18716 23.0
1e+38 0.17846 21.0
1e+38 0.16913 19.0
1e+38 0.15991 17.0
1e+38 0.15068 15.0
1e+38 0.13961 13.0
1e+38 0.12946 11.0
1e+38 0.11962 9.0
1e+38 0.10808 7.0
1e+38 0.09587 5.0
1e+38 0.08426 3.0
1e+38 0.07127 1.0
1e+38 0.30676 63.0
1e+38 0.30607 61.0
1e+38 0.30518 59.0
1e+38 0.30463 57.0
1e+38 0.30311 55.0
1e+38 0.30238 53.0
1e+38 0.30001 51.0
1e+38 0.29769 49.0
1e+38 0.29575 47.0
1e+38 0.29168 45.0
1e+38 0.28746 43.0
1e+38 0.28059 41.0
1e+38 0.27336 39.0
1e+38 0.26583 37.0
1e+38 0.25778 35.0
1e+38 0.25027 33.0
