Vin[V] Vout[V] Clip_b
1e+38 0.038585 63.0
1e+38 0.038237 61.0
1e+38 0.038599 59.0
1e+38 0.03873 57.0
1e+38 0.038871 55.0
1e+38 0.038446 53.0
0.00809 0.039591 51.0
0.008147 0.037825 49.0
1e+38 0.038246 47.0
0.008589 0.037875 45.0
1e+38 0.038373 43.0
1e+38 0.038474 41.0
1e+38 0.038007 39.0
1e+38 0.037757 37.0
0.008572 0.037745 35.0
1e+38 0.038383 33.0
0.008156 0.038168 31.0
0.008429 0.038738 29.0
1e+38 0.037972 27.0
1e+38 0.038446 25.0
1e+38 0.037839 23.0
0.008939 0.03851 21.0
1e+38 0.038137 19.0
1e+38 0.037852 17.0
1e+38 0.037462 15.0
1e+38 0.03651 13.0
0.008251 0.036097 11.0
1e+38 0.034311 9.0
1e+38 0.032377 7.0
1e+38 0.029587 5.0
1e+38 0.025772 3.0
1e+38 0.020567 1.0
0.01188 0.077799 63.0
0.00959 0.077445 61.0
0.00922 0.077869 59.0
0.00942 0.077142 57.0
0.00954 0.076567 55.0
0.0089 0.076803 53.0
0.00993 0.077337 51.0
0.0102 0.077465 49.0
0.00931 0.077262 47.0
0.01035 0.076879 45.0
0.00963 0.076946 43.0
0.00847 0.076172 41.0
0.00837 0.076222 39.0
0.00977 0.075373 37.0
0.00898 0.074021 35.0
0.00993 0.073568 33.0
0.00923 0.072655 31.0
0.00959 0.071179 29.0
0.00966 0.069298 27.0
0.00935 0.067835 25.0
0.00954 0.065576 23.0
0.00991 0.063409 21.0
0.0095 0.060859 19.0
0.00947 0.058232 17.0
0.00994 0.055412 15.0
0.00908 0.052815 13.0
0.00924 0.049904 11.0
0.00898 0.047065 9.0
0.00968 0.043253 7.0
0.00877 0.039478 5.0
1e+38 0.035585 3.0
0.00818 0.031043 1.0
1e+38 0.13031 63.0
1e+38 0.12754 61.0
1e+38 0.126 59.0
1e+38 0.1243 57.0
1e+38 0.12202 55.0
1e+38 0.11935 53.0
1e+38 0.11629 51.0
1e+38 0.11432 49.0
1e+38 0.11214 47.0
1e+38 0.11009 45.0
1e+38 0.10702 43.0
1e+38 0.10488 41.0
1e+38 0.10198 39.0
1e+38 0.09938 37.0
1e+38 0.09702 35.0
1e+38 0.09402 33.0
1e+38 0.09168 31.0
1e+38 0.08908 29.0
1e+38 0.08597 27.0
1e+38 0.0838 25.0
1e+38 0.08075 23.0
1e+38 0.07777 21.0
1e+38 0.07462 19.0
1e+38 0.0717 17.0
1e+38 0.06929 15.0
1e+38 0.06531 13.0
1e+38 0.06226 11.0
1e+38 0.05914 9.0
1e+38 0.05542 7.0
1e+38 0.05247 5.0
1e+38 0.04885 3.0
1e+38 0.04582 1.0
1e+38 0.13427 63.0
1e+38 0.13172 61.0
1e+38 0.12947 59.0
1e+38 0.12761 57.0
1e+38 0.1247 55.0
1e+38 0.12187 53.0
1e+38 0.1194 51.0
1e+38 0.11737 49.0
1e+38 0.11459 47.0
1e+38 0.11189 45.0
1e+38 0.10925 43.0
1e+38 0.10668 41.0
1e+38 0.10368 39.0
1e+38 0.10114 37.0
1e+38 0.09921 35.0
1e+38 0.09612 33.0
1e+38 0.09348 31.0
1e+38 0.09072 29.0
1e+38 0.08789 27.0
1e+38 0.08498 25.0
1e+38 0.08221 23.0
1e+38 0.07939 21.0
1e+38 0.07643 19.0
1e+38 0.07338 17.0
1e+38 0.0696 15.0
1e+38 0.06669 13.0
1e+38 0.06368 11.0
1e+38 0.05976 9.0
1e+38 0.05537 7.0
1e+38 0.05232 5.0
1e+38 0.04892 3.0
1e+38 0.04814 1.0
1e+38 0.13474 63.0
1e+38 0.13239 61.0
1e+38 0.13051 59.0
1e+38 0.12777 57.0
1e+38 0.12552 55.0
1e+38 0.12336 53.0
1e+38 0.12045 51.0
1e+38 0.11768 49.0
1e+38 0.11508 47.0
1e+38 0.11237 45.0
1e+38 0.11034 43.0
1e+38 0.10758 41.0
1e+38 0.10467 39.0
1e+38 0.10198 37.0
1e+38 0.09921 35.0
1e+38 0.09631 33.0
1e+38 0.09362 31.0
1e+38 0.09078 29.0
1e+38 0.08782 27.0
1e+38 0.08506 25.0
1e+38 0.08215 23.0
1e+38 0.07932 21.0
1e+38 0.07642 19.0
1e+38 0.07365 17.0
1e+38 0.0707 15.0
1e+38 0.06683 13.0
1e+38 0.06362 11.0
1e+38 0.05975 9.0
1e+38 0.05591 7.0
1e+38 0.05125 5.0
1e+38 0.04674 3.0
1e+38 0.04672 1.0
1e+38 0.13417 63.0
1e+38 0.1322 61.0
1e+38 0.12951 59.0
1e+38 0.12777 57.0
1e+38 0.12535 55.0
1e+38 0.1229 53.0
1e+38 0.12002 51.0
1e+38 0.11737 49.0
1e+38 0.11582 47.0
1e+38 0.11209 45.0
1e+38 0.10958 43.0
1e+38 0.107 41.0
1e+38 0.10446 39.0
1e+38 0.10099 37.0
1e+38 0.09874 35.0
1e+38 0.09548 33.0
1e+38 0.09355 31.0
1e+38 0.09072 29.0
1e+38 0.08814 27.0
1e+38 0.08541 25.0
1e+38 0.0818 23.0
1e+38 0.07932 21.0
1e+38 0.07623 19.0
1e+38 0.07301 17.0
1e+38 0.06969 15.0
1e+38 0.06675 13.0
1e+38 0.06259 11.0
1e+38 0.05922 9.0
1e+38 0.05537 7.0
1e+38 0.05085 5.0
1e+38 0.04594 3.0
1e+38 0.04645 1.0
1e+38 0.13515 63.0
1e+38 0.13246 61.0
1e+38 0.13031 59.0
1e+38 0.12821 57.0
1e+38 0.12507 55.0
1e+38 0.12271 53.0
1e+38 0.12032 51.0
1e+38 0.1178 49.0
1e+38 0.1154 47.0
1e+38 0.11225 45.0
1e+38 0.1098 43.0
1e+38 0.10681 41.0
1e+38 0.10389 39.0
1e+38 0.10177 37.0
1e+38 0.09881 35.0
1e+38 0.09665 33.0
1e+38 0.0937 31.0
1e+38 0.09033 29.0
1e+38 0.08796 27.0
1e+38 0.08524 25.0
1e+38 0.08254 23.0
1e+38 0.07944 21.0
1e+38 0.07603 19.0
1e+38 0.07316 17.0
1e+38 0.0703 15.0
1e+38 0.06638 13.0
1e+38 0.06322 11.0
1e+38 0.05942 9.0
1e+38 0.05524 7.0
1e+38 0.05146 5.0
1e+38 0.04658 3.0
1e+38 0.04802 1.0
1e+38 0.13591 63.0
1e+38 0.13301 61.0
1e+38 0.13063 59.0
1e+38 0.1279 57.0
1e+38 0.12521 55.0
1e+38 0.12282 53.0
1e+38 0.12033 51.0
1e+38 0.11769 49.0
1e+38 0.11496 47.0
1e+38 0.11311 45.0
1e+38 0.11017 43.0
1e+38 0.10765 41.0
1e+38 0.10488 39.0
1e+38 0.10159 37.0
1e+38 0.09915 35.0
1e+38 0.09638 33.0
1e+38 0.09432 31.0
1e+38 0.09084 29.0
1e+38 0.08802 27.0
1e+38 0.08505 25.0
1e+38 0.08231 23.0
1e+38 0.07938 21.0
1e+38 0.07661 19.0
1e+38 0.07271 17.0
1e+38 0.06974 15.0
1e+38 0.06675 13.0
1e+38 0.06324 11.0
1e+38 0.05943 9.0
1e+38 0.05524 7.0
1e+38 0.05092 5.0
1e+38 0.04563 3.0
1e+38 0.04253 1.0
1e+38 0.13554 63.0
1e+38 0.13289 61.0
1e+38 0.13082 59.0
1e+38 0.12772 57.0
1e+38 0.12509 55.0
1e+38 0.12255 53.0
1e+38 0.12039 51.0
1e+38 0.11769 49.0
1e+38 0.11503 47.0
1e+38 0.11183 45.0
1e+38 0.10977 43.0
1e+38 0.10726 41.0
1e+38 0.10462 39.0
1e+38 0.10205 37.0
1e+38 0.09947 35.0
1e+38 0.09631 33.0
1e+38 0.09425 31.0
1e+38 0.09145 29.0
1e+38 0.08801 27.0
1e+38 0.0855 25.0
1e+38 0.08279 23.0
1e+38 0.07945 21.0
1e+38 0.07642 19.0
1e+38 0.07318 17.0
1e+38 0.07082 15.0
1e+38 0.0667 13.0
1e+38 0.063 11.0
1e+38 0.05949 9.0
1e+38 0.05524 7.0
1e+38 0.05099 5.0
1e+38 0.04532 3.0
1e+38 0.04538 1.0
1e+38 0.13552 63.0
1e+38 0.1332 61.0
1e+38 0.13056 59.0
1e+38 0.12773 57.0
1e+38 0.12496 55.0
1e+38 0.12212 53.0
1e+38 0.11959 51.0
1e+38 0.11775 49.0
1e+38 0.11522 47.0
1e+38 0.11254 45.0
1e+38 0.10958 43.0
1e+38 0.10758 41.0
1e+38 0.10394 39.0
1e+38 0.10161 37.0
1e+38 0.09971 35.0
1e+38 0.09638 33.0
1e+38 0.0941 31.0
1e+38 0.09085 29.0
1e+38 0.08788 27.0
1e+38 0.08591 25.0
1e+38 0.08222 23.0
1e+38 0.07901 21.0
1e+38 0.07527 19.0
1e+38 0.0733 17.0
1e+38 0.06959 15.0
1e+38 0.06719 13.0
1e+38 0.06273 11.0
1e+38 0.05956 9.0
1e+38 0.05545 7.0
1e+38 0.0505 5.0
1e+38 0.04565 3.0
1e+38 0.04197 1.0
