Vin[V] Vout[V] Clip_b
1e+38 0.029294 63.0
0.00846 0.028872 61.0
0.008412 0.029277 59.0
0.007903 0.027987 57.0
1e+38 0.028568 55.0
1e+38 0.028591 53.0
1e+38 0.029015 51.0
1e+38 0.028318 49.0
1e+38 0.028587 47.0
1e+38 0.028695 45.0
0.009646 0.029018 43.0
0.008244 0.028055 41.0
0.008844 0.028465 39.0
0.008544 0.028005 37.0
0.008174 0.028326 35.0
0.008897 0.028672 33.0
1e+38 0.028592 31.0
1e+38 0.028525 29.0
0.007985 0.028647 27.0
1e+38 0.028808 25.0
1e+38 0.028517 23.0
1e+38 0.028584 21.0
0.009019 0.028091 19.0
1e+38 0.028479 17.0
1e+38 0.028243 15.0
1e+38 0.028973 13.0
1e+38 0.027393 11.0
1e+38 0.027602 9.0
1e+38 0.026895 7.0
1e+38 0.025899 5.0
1e+38 0.021813 3.0
1e+38 0.014453 1.0
0.00941 0.057697 63.0
0.01002 0.058366 61.0
0.00828 0.058473 59.0
0.00898 0.057583 57.0
0.00857 0.057802 55.0
0.01016 0.058279 53.0
0.00928 0.057811 51.0
0.0094 0.058177 49.0
0.00923 0.058051 47.0
0.00858 0.057814 45.0
0.00934 0.057628 43.0
0.01015 0.057612 41.0
0.01004 0.057862 39.0
0.01052 0.057491 37.0
0.01029 0.057422 35.0
0.00957 0.057731 33.0
0.00942 0.057165 31.0
0.00952 0.057583 29.0
0.00979 0.057467 27.0
0.00958 0.057316 25.0
1e+38 0.057056 23.0
0.01017 0.057492 21.0
0.01042 0.057053 19.0
0.00919 0.056755 17.0
0.01023 0.056816 15.0
0.00965 0.056021 13.0
0.00939 0.055018 11.0
0.00959 0.053377 9.0
0.01099 0.049785 7.0
0.00985 0.044184 5.0
0.00949 0.035602 3.0
1e+38 0.024051 1.0
1e+38 0.11667 63.0
1e+38 0.11644 61.0
1e+38 0.11558 59.0
1e+38 0.11654 57.0
1e+38 0.11644 55.0
1e+38 0.11678 53.0
1e+38 0.11597 51.0
1e+38 0.116 49.0
1e+38 0.11545 47.0
1e+38 0.11483 45.0
1e+38 0.11497 43.0
1e+38 0.11522 41.0
1e+38 0.11528 39.0
1e+38 0.11573 37.0
1e+38 0.11497 35.0
1e+38 0.11502 33.0
1e+38 0.11511 31.0
1e+38 0.11417 29.0
1e+38 0.11411 27.0
1e+38 0.11341 25.0
1e+38 0.11346 23.0
1e+38 0.11181 21.0
1e+38 0.11051 19.0
1e+38 0.10793 17.0
1e+38 0.10449 15.0
1e+38 0.09882 13.0
0.01499 0.09179 11.0
1e+38 0.08283 9.0
1e+38 0.07237 7.0
1e+38 0.06185 5.0
1e+38 0.05058 3.0
1e+38 0.03861 1.0
1e+38 0.17354 63.0
1e+38 0.17426 61.0
1e+38 0.17354 59.0
1e+38 0.17346 57.0
1e+38 0.17337 55.0
1e+38 0.17306 53.0
1e+38 0.17281 51.0
1e+38 0.17302 49.0
1e+38 0.17263 47.0
1e+38 0.17266 45.0
1e+38 0.17169 43.0
1e+38 0.17189 41.0
1e+38 0.17207 39.0
1e+38 0.17105 37.0
1e+38 0.17034 35.0
1e+38 0.16971 33.0
1e+38 0.1681 31.0
1e+38 0.16728 29.0
1e+38 0.16534 27.0
1e+38 0.16218 25.0
1e+38 0.15654 23.0
1e+38 0.15104 21.0
1e+38 0.14333 19.0
1e+38 0.13462 17.0
1e+38 0.12664 15.0
1e+38 0.11704 13.0
1e+38 0.1069 11.0
1e+38 0.09681 9.0
1e+38 0.08648 7.0
1e+38 0.07484 5.0
1e+38 0.06275 3.0
1e+38 0.05154 1.0
1e+38 0.22973 63.0
1e+38 0.22915 61.0
1e+38 0.22918 59.0
1e+38 0.22922 57.0
1e+38 0.22804 55.0
1e+38 0.22865 53.0
1e+38 0.22738 51.0
1e+38 0.22721 49.0
1e+38 0.22703 47.0
1e+38 0.22572 45.0
1e+38 0.22592 43.0
1e+38 0.22399 41.0
1e+38 0.22241 39.0
1e+38 0.22059 37.0
1e+38 0.21723 35.0
1e+38 0.21265 33.0
1e+38 0.20729 31.0
1e+38 0.2014 29.0
1e+38 0.19337 27.0
1e+38 0.18572 25.0
1e+38 0.17593 23.0
1e+38 0.16713 21.0
1e+38 0.15729 19.0
1e+38 0.14851 17.0
1e+38 0.13889 15.0
1e+38 0.12912 13.0
1e+38 0.11836 11.0
1e+38 0.10771 9.0
1e+38 0.09588 7.0
1e+38 0.08467 5.0
1e+38 0.07224 3.0
1e+38 0.06172 1.0
1e+38 0.28292 63.0
1e+38 0.28242 61.0
1e+38 0.28203 59.0
1e+38 0.28174 57.0
1e+38 0.28073 55.0
1e+38 0.27912 53.0
1e+38 0.27865 51.0
1e+38 0.27742 49.0
1e+38 0.2754 47.0
1e+38 0.27272 45.0
1e+38 0.2673 43.0
1e+38 0.26264 41.0
1e+38 0.25738 39.0
1e+38 0.24999 37.0
1e+38 0.24285 35.0
1e+38 0.23384 33.0
