Vin[V] Vout[V] Clip_b
1e+38 0.035377 63.0
0.008502 0.035894 61.0
1e+38 0.036078 59.0
1e+38 0.035066 57.0
0.00856 0.034703 55.0
1e+38 0.035057 53.0
1e+38 0.035348 51.0
1e+38 0.036012 49.0
1e+38 0.034596 47.0
1e+38 0.035272 45.0
0.008484 0.035114 43.0
1e+38 0.034335 41.0
0.009283 0.034647 39.0
0.00878 0.035262 37.0
1e+38 0.034785 35.0
1e+38 0.034861 33.0
0.008694 0.035607 31.0
1e+38 0.035409 29.0
1e+38 0.035279 27.0
1e+38 0.034687 25.0
1e+38 0.035061 23.0
0.009083 0.034275 21.0
1e+38 0.034459 19.0
1e+38 0.034155 17.0
1e+38 0.034451 15.0
1e+38 0.034422 13.0
0.008167 0.034287 11.0
1e+38 0.033964 9.0
0.008543 0.033299 7.0
0.008624 0.031822 5.0
0.008923 0.028895 3.0
0.0087 0.020829 1.0
0.00964 0.071349 63.0
0.00948 0.071463 61.0
0.00969 0.07135 59.0
0.00955 0.071532 57.0
0.00916 0.071167 55.0
0.00889 0.071057 53.0
0.0092 0.070841 51.0
0.0098 0.071005 49.0
0.0099 0.0713 47.0
0.00956 0.071076 45.0
0.0091 0.070808 43.0
0.00957 0.070728 41.0
1e+38 0.070903 39.0
0.01061 0.070551 37.0
0.0085 0.0715 35.0
0.00877 0.070493 33.0
0.00941 0.070631 31.0
0.00981 0.070338 29.0
0.00923 0.069884 27.0
0.00951 0.070284 25.0
0.00983 0.069422 23.0
1e+38 0.069312 21.0
0.0096 0.069492 19.0
0.00875 0.069693 17.0
0.00962 0.069118 15.0
0.00934 0.068507 13.0
0.00951 0.067539 11.0
0.01093 0.065144 9.0
0.0093 0.06151 7.0
0.00938 0.054956 5.0
0.00945 0.045855 3.0
0.00953 0.032687 1.0
1e+38 0.1425 63.0
1e+38 0.14229 61.0
1e+38 0.14287 59.0
1e+38 0.14181 57.0
1e+38 0.14196 55.0
1e+38 0.14121 53.0
1e+38 0.14171 51.0
1e+38 0.14103 49.0
1e+38 0.14125 47.0
1e+38 0.14103 45.0
1e+38 0.14113 43.0
1e+38 0.14146 41.0
1e+38 0.1403 39.0
1e+38 0.14044 37.0
1e+38 0.14062 35.0
1e+38 0.13985 33.0
1e+38 0.13991 31.0
1e+38 0.139 29.0
1e+38 0.13895 27.0
1e+38 0.13747 25.0
1e+38 0.13638 23.0
1e+38 0.13488 21.0
1e+38 0.13207 19.0
1e+38 0.12751 17.0
1e+38 0.12174 15.0
1e+38 0.11358 13.0
1e+38 0.10546 11.0
1e+38 0.09643 9.0
1e+38 0.08553 7.0
1e+38 0.07493 5.0
1e+38 0.06379 3.0
1e+38 0.05126 1.0
1e+38 0.21228 63.0
1e+38 0.21171 61.0
1e+38 0.21119 59.0
1e+38 0.21164 57.0
1e+38 0.21093 55.0
1e+38 0.21132 53.0
1e+38 0.21061 51.0
1e+38 0.2098 49.0
1e+38 0.21023 47.0
1e+38 0.20964 45.0
1e+38 0.21033 43.0
1e+38 0.20903 41.0
1e+38 0.20781 39.0
1e+38 0.20673 37.0
1e+38 0.20599 35.0
1e+38 0.20321 33.0
1e+38 0.20139 31.0
1e+38 0.19677 29.0
1e+38 0.1914 27.0
1e+38 0.18516 25.0
1e+38 0.17745 23.0
1e+38 0.16874 21.0
1e+38 0.16012 19.0
1e+38 0.15144 17.0
1e+38 0.14178 15.0
1e+38 0.13192 13.0
1e+38 0.12206 11.0
1e+38 0.11109 9.0
1e+38 0.10022 7.0
1e+38 0.08956 5.0
1e+38 0.07805 3.0
1e+38 0.06593 1.0
1e+38 0.27903 63.0
1e+38 0.27806 61.0
1e+38 0.27807 59.0
1e+38 0.2767 57.0
1e+38 0.27619 55.0
1e+38 0.27546 53.0
1e+38 0.27613 51.0
1e+38 0.27424 49.0
1e+38 0.27313 47.0
1e+38 0.27022 45.0
1e+38 0.26828 43.0
1e+38 0.26387 41.0
1e+38 0.25897 39.0
1e+38 0.25366 37.0
1e+38 0.24619 35.0
1e+38 0.23872 33.0
1e+38 0.23148 31.0
1e+38 0.22138 29.0
1e+38 0.21396 27.0
1e+38 0.20457 25.0
1e+38 0.19511 23.0
1e+38 0.18571 21.0
1e+38 0.17472 19.0
1e+38 0.16623 17.0
1e+38 0.15696 15.0
1e+38 0.1462 13.0
1e+38 0.1359 11.0
1e+38 0.12503 9.0
1e+38 0.11347 7.0
1e+38 0.10207 5.0
1e+38 0.09044 3.0
1e+38 0.07788 1.0
1e+38 0.33892 63.0
1e+38 0.33824 61.0
1e+38 0.33463 59.0
1e+38 0.33324 57.0
1e+38 0.33106 55.0
1e+38 0.32819 53.0
1e+38 0.32367 51.0
1e+38 0.31781 49.0
1e+38 0.31135 47.0
1e+38 0.30448 45.0
1e+38 0.29725 43.0
1e+38 0.28904 41.0
1e+38 0.28081 39.0
1e+38 0.27267 37.0
1e+38 0.26382 35.0
1e+38 0.25552 33.0
1e+38 0.24661 31.0
1e+38 0.23739 29.0
1e+38 0.22822 27.0
1e+38 0.2189 25.0
1e+38 0.20867 23.0
1e+38 0.199 21.0
1e+38 0.18961 19.0
1e+38 0.17833 17.0
1e+38 0.16944 15.0
1e+38 0.15822 13.0
1e+38 0.14741 11.0
1e+38 0.13702 9.0
1e+38 0.124 7.0
1e+38 0.11268 5.0
1e+38 0.10136 3.0
1e+38 0.0906 1.0
1e+38 0.38402 63.0
1e+38 0.37867 61.0
1e+38 0.37276 59.0
1e+38 0.36655 57.0
1e+38 0.35898 55.0
1e+38 0.35246 53.0
1e+38 0.34412 51.0
1e+38 0.33635 49.0
1e+38 0.32873 47.0
1e+38 0.32138 45.0
1e+38 0.31279 43.0
1e+38 0.30398 41.0
1e+38 0.29515 39.0
1e+38 0.28694 37.0
1e+38 0.2779 35.0
1e+38 0.2684 33.0
1e+38 0.25913 31.0
1e+38 0.2502 29.0
1e+38 0.24054 27.0
1e+38 0.23042 25.0
1e+38 0.21992 23.0
1e+38 0.21083 21.0
1e+38 0.19945 19.0
1e+38 0.18959 17.0
1e+38 0.17889 15.0
1e+38 0.16855 13.0
1e+38 0.15756 11.0
1e+38 0.14589 9.0
1e+38 0.13346 7.0
1e+38 0.12219 5.0
1e+38 0.11061 3.0
1e+38 0.09977 1.0
1e+38 0.40188 63.0
1e+38 0.39375 61.0
1e+38 0.38526 59.0
1e+38 0.37836 57.0
1e+38 0.37048 55.0
1e+38 0.36185 53.0
1e+38 0.35307 51.0
1e+38 0.3456 49.0
1e+38 0.3371 47.0
1e+38 0.32941 45.0
1e+38 0.32144 43.0
1e+38 0.31177 41.0
1e+38 0.30312 39.0
1e+38 0.29423 37.0
1e+38 0.28456 35.0
1e+38 0.27638 33.0
1e+38 0.26647 31.0
1e+38 0.25773 29.0
1e+38 0.2465 27.0
1e+38 0.23749 25.0
1e+38 0.22768 23.0
1e+38 0.21731 21.0
1e+38 0.20755 19.0
1e+38 0.19723 17.0
1e+38 0.18552 15.0
1e+38 0.17364 13.0
1e+38 0.16557 11.0
1e+38 0.15193 9.0
1e+38 0.14158 7.0
1e+38 0.1299 5.0
1e+38 0.11805 3.0
1e+38 0.1082 1.0
1e+38 0.4132 63.0
1e+38 0.4048 61.0
1e+38 0.3963 59.0
1e+38 0.38809 57.0
1e+38 0.37912 55.0
1e+38 0.37097 53.0
1e+38 0.36259 51.0
1e+38 0.35395 49.0
1e+38 0.34547 47.0
1e+38 0.33675 45.0
1e+38 0.3268 43.0
1e+38 0.31796 41.0
1e+38 0.30921 39.0
1e+38 0.30039 37.0
1e+38 0.28954 35.0
1e+38 0.28151 33.0
1e+38 0.27187 31.0
1e+38 0.26182 29.0
1e+38 0.25212 27.0
1e+38 0.24216 25.0
1e+38 0.23003 23.0
1e+38 0.2214 21.0
1e+38 0.21053 19.0
1e+38 0.2002 17.0
1e+38 0.19033 15.0
1e+38 0.17707 13.0
1e+38 0.16799 11.0
1e+38 0.15698 9.0
1e+38 0.14273 7.0
1e+38 0.13171 5.0
1e+38 0.11933 3.0
1e+38 0.11131 1.0
1e+38 0.41884 63.0
1e+38 0.40948 61.0
1e+38 0.40187 59.0
1e+38 0.39483 57.0
1e+38 0.38358 55.0
1e+38 0.37676 53.0
1e+38 0.36664 51.0
1e+38 0.35925 49.0
1e+38 0.35005 47.0
1e+38 0.34079 45.0
1e+38 0.33311 43.0
1e+38 0.32165 41.0
1e+38 0.30993 39.0
1e+38 0.30162 37.0
1e+38 0.29152 35.0
1e+38 0.28102 33.0
1e+38 0.2731 31.0
1e+38 0.26178 29.0
1e+38 0.25097 27.0
1e+38 0.24026 25.0
1e+38 0.22958 23.0
1e+38 0.22124 21.0
1e+38 0.21098 19.0
1e+38 0.19961 17.0
1e+38 0.18873 15.0
1e+38 0.17829 13.0
1e+38 0.16875 11.0
1e+38 0.15741 9.0
1e+38 0.14537 7.0
1e+38 0.13283 5.0
1e+38 0.12289 3.0
1e+38 0.11259 1.0
